Source Name	Characteristics [organism]	Characteristics[organism status]	Characteristics [organism part]	Characteristics [disease]	Comment [Sample_title]	Comment [ENA_SAMPLE]	Comment [Sample_source_name]	Comment [Sample_title]	Protocol REF	Term Source REF	Extract Name	Comment [INSTRUMENT_MODEL]	Comment [LIBRARY_LAYOUT]	Comment [LIBRARY_SELECTION]	Comment [LIBRARY_SOURCE]	Comment [LIBRARY_STRATEGY]	Material Type	Assay Name	Comment [ENA_EXPERIMENT]	Comment [Platform_title]	Technology Type	Protocol REF	Term Source REF	Scan Name	Comment [ENA_RUN]	Comment[FASTQ_URI]	FactorValue [organism part]	FactorValue [disease]
GSM2081445 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_23	SRS1325430	Brain	Control_BA11_23	P-GSE78936-1	ArrayExpress	GSM2081445 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081445	SRX1615683	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206762	SRR3206762	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3206762/SRR3206762_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081445 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_23	SRS1325430	Brain	Control_BA11_23	P-GSE78936-1	ArrayExpress	GSM2081445 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081445	SRX1615683	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206762	SRR3206762	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3206762/SRR3206762_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081446 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_24	SRS1325511	Brain	Control_BA11_24	P-GSE78936-1	ArrayExpress	GSM2081446 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081446	SRX1615684	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206763	SRR3206763	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3206763/SRR3206763_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081446 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_24	SRS1325511	Brain	Control_BA11_24	P-GSE78936-1	ArrayExpress	GSM2081446 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081446	SRX1615684	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206763	SRR3206763	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3206763/SRR3206763_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081447 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_25	SRS1325510	Brain	Control_BA11_25	P-GSE78936-1	ArrayExpress	GSM2081447 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081447	SRX1615685	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206764	SRR3206764	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3206764/SRR3206764_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081447 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_25	SRS1325510	Brain	Control_BA11_25	P-GSE78936-1	ArrayExpress	GSM2081447 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081447	SRX1615685	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206764	SRR3206764	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3206764/SRR3206764_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081448 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_26	SRS1325509	Brain	Control_BA11_26	P-GSE78936-1	ArrayExpress	GSM2081448 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081448	SRX1615686	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206765	SRR3206765	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3206765/SRR3206765_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081448 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_26	SRS1325509	Brain	Control_BA11_26	P-GSE78936-1	ArrayExpress	GSM2081448 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081448	SRX1615686	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206765	SRR3206765	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3206765/SRR3206765_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081449 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_27	SRS1325508	Brain	Control_BA11_27	P-GSE78936-1	ArrayExpress	GSM2081449 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081449	SRX1615687	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206766	SRR3206766	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3206766/SRR3206766_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081449 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_27	SRS1325508	Brain	Control_BA11_27	P-GSE78936-1	ArrayExpress	GSM2081449 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081449	SRX1615687	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206766	SRR3206766	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3206766/SRR3206766_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081450 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_28	SRS1325507	Brain	Control_BA11_28	P-GSE78936-1	ArrayExpress	GSM2081450 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081450	SRX1615688	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206767	SRR3206767	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3206767/SRR3206767_1.fastq.gz	Brodmann (1909) area 11	normal
GSM2081450 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	normal	Control_BA11_28	SRS1325507	Brain	Control_BA11_28	P-GSE78936-1	ArrayExpress	GSM2081450 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081450	SRX1615688	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206767	SRR3206767	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3206767/SRR3206767_2.fastq.gz	Brodmann (1909) area 11	normal
GSM2081451 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_29	SRS1325506	Brain	SZ_BA11_29	P-GSE78936-1	ArrayExpress	GSM2081451 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081451	SRX1615689	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206768	SRR3206768	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3206768/SRR3206768_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081451 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_29	SRS1325506	Brain	SZ_BA11_29	P-GSE78936-1	ArrayExpress	GSM2081451 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081451	SRX1615689	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206768	SRR3206768	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3206768/SRR3206768_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081452 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_30	SRS1325505	Brain	SZ_BA11_30	P-GSE78936-1	ArrayExpress	GSM2081452 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081452	SRX1615690	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206769	SRR3206769	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3206769/SRR3206769_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081452 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_30	SRS1325505	Brain	SZ_BA11_30	P-GSE78936-1	ArrayExpress	GSM2081452 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081452	SRX1615690	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206769	SRR3206769	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3206769/SRR3206769_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081453 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_31	SRS1325504	Brain	SZ_BA11_31	P-GSE78936-1	ArrayExpress	GSM2081453 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081453	SRX1615691	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206770	SRR3206770	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3206770/SRR3206770_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081453 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_31	SRS1325504	Brain	SZ_BA11_31	P-GSE78936-1	ArrayExpress	GSM2081453 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081453	SRX1615691	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206770	SRR3206770	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3206770/SRR3206770_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081454 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_32	SRS1325503	Brain	SZ_BA11_32	P-GSE78936-1	ArrayExpress	GSM2081454 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081454	SRX1615692	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206771	SRR3206771	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3206771/SRR3206771_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081454 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_32	SRS1325503	Brain	SZ_BA11_32	P-GSE78936-1	ArrayExpress	GSM2081454 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081454	SRX1615692	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206771	SRR3206771	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3206771/SRR3206771_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081455 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_33	SRS1325502	Brain	SZ_BA11_33	P-GSE78936-1	ArrayExpress	GSM2081455 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081455	SRX1615693	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206772	SRR3206772	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3206772/SRR3206772_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081455 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_33	SRS1325502	Brain	SZ_BA11_33	P-GSE78936-1	ArrayExpress	GSM2081455 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081455	SRX1615693	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206772	SRR3206772	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3206772/SRR3206772_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081456 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_34	SRS1325501	Brain	SZ_BA11_34	P-GSE78936-1	ArrayExpress	GSM2081456 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081456	SRX1615694	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206773	SRR3206773	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3206773/SRR3206773_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081456 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_34	SRS1325501	Brain	SZ_BA11_34	P-GSE78936-1	ArrayExpress	GSM2081456 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081456	SRX1615694	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206773	SRR3206773	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3206773/SRR3206773_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081457 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_35	SRS1325500	Brain	SZ_BA11_35	P-GSE78936-1	ArrayExpress	GSM2081457 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081457	SRX1615695	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206774	SRR3206774	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3206774/SRR3206774_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081457 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_35	SRS1325500	Brain	SZ_BA11_35	P-GSE78936-1	ArrayExpress	GSM2081457 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081457	SRX1615695	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206774	SRR3206774	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3206774/SRR3206774_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081458 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_36	SRS1325499	Brain	SZ_BA11_36	P-GSE78936-1	ArrayExpress	GSM2081458 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081458	SRX1615696	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206775	SRR3206775	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3206775/SRR3206775_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081458 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_36	SRS1325499	Brain	SZ_BA11_36	P-GSE78936-1	ArrayExpress	GSM2081458 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081458	SRX1615696	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206775	SRR3206775	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/005/SRR3206775/SRR3206775_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081459 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_37	SRS1325498	Brain	SZ_BA11_37	P-GSE78936-1	ArrayExpress	GSM2081459 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081459	SRX1615697	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206776	SRR3206776	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3206776/SRR3206776_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081459 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_37	SRS1325498	Brain	SZ_BA11_37	P-GSE78936-1	ArrayExpress	GSM2081459 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081459	SRX1615697	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206776	SRR3206776	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/006/SRR3206776/SRR3206776_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081460 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_38	SRS1325497	Brain	SZ_BA11_38	P-GSE78936-1	ArrayExpress	GSM2081460 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081460	SRX1615698	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206777	SRR3206777	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3206777/SRR3206777_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081460 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_38	SRS1325497	Brain	SZ_BA11_38	P-GSE78936-1	ArrayExpress	GSM2081460 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081460	SRX1615698	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206777	SRR3206777	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/007/SRR3206777/SRR3206777_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081461 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_39	SRS1325496	Brain	SZ_BA11_39	P-GSE78936-1	ArrayExpress	GSM2081461 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081461	SRX1615699	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206778	SRR3206778	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3206778/SRR3206778_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081461 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_39	SRS1325496	Brain	SZ_BA11_39	P-GSE78936-1	ArrayExpress	GSM2081461 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081461	SRX1615699	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206778	SRR3206778	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/008/SRR3206778/SRR3206778_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081462 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_40	SRS1325495	Brain	SZ_BA11_40	P-GSE78936-1	ArrayExpress	GSM2081462 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081462	SRX1615700	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206779	SRR3206779	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3206779/SRR3206779_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081462 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_40	SRS1325495	Brain	SZ_BA11_40	P-GSE78936-1	ArrayExpress	GSM2081462 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081462	SRX1615700	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206779	SRR3206779	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/009/SRR3206779/SRR3206779_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081463 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_41	SRS1325494	Brain	SZ_BA11_41	P-GSE78936-1	ArrayExpress	GSM2081463 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081463	SRX1615701	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206780	SRR3206780	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3206780/SRR3206780_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081463 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_41	SRS1325494	Brain	SZ_BA11_41	P-GSE78936-1	ArrayExpress	GSM2081463 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081463	SRX1615701	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206780	SRR3206780	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/000/SRR3206780/SRR3206780_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081464 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_42	SRS1325493	Brain	SZ_BA11_42	P-GSE78936-1	ArrayExpress	GSM2081464 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081464	SRX1615702	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206781	SRR3206781	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3206781/SRR3206781_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081464 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_42	SRS1325493	Brain	SZ_BA11_42	P-GSE78936-1	ArrayExpress	GSM2081464 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081464	SRX1615702	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206781	SRR3206781	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/001/SRR3206781/SRR3206781_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081465 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_43	SRS1325492	Brain	SZ_BA11_43	P-GSE78936-1	ArrayExpress	GSM2081465 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081465	SRX1615703	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206782	SRR3206782	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3206782/SRR3206782_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081465 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_43	SRS1325492	Brain	SZ_BA11_43	P-GSE78936-1	ArrayExpress	GSM2081465 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081465	SRX1615703	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206782	SRR3206782	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/002/SRR3206782/SRR3206782_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081466 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_44	SRS1325491	Brain	SZ_BA11_44	P-GSE78936-1	ArrayExpress	GSM2081466 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081466	SRX1615704	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206783	SRR3206783	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3206783/SRR3206783_1.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081466 1	Homo sapiens	post-mortem	Brodmann (1909) area 11	schizophrenia	SZ_BA11_44	SRS1325491	Brain	SZ_BA11_44	P-GSE78936-1	ArrayExpress	GSM2081466 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081466	SRX1615704	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206783	SRR3206783	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/003/SRR3206783/SRR3206783_2.fastq.gz	Brodmann (1909) area 11	schizophrenia
GSM2081467 1	Homo sapiens	post-mortem	Brodmann (1909) area 9	bipolar disorder	BD_BA9_1	SRS1325490	Brain	BD_BA9_1	P-GSE78936-1	ArrayExpress	GSM2081467 extract 1	Illumina HiSeq 2000	PAIRED	cDNA	transcriptomic	RNA-Seq	polyA RNA	GSM2081467	SRX1615705	Illumina HiSeq 2000 (Homo sapiens)	sequencing assay	P-GSE78936-2	ArrayExpress	SRR3206784	SRR3206784	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR320/004/SRR3206784/SRR3206784_1.fastq.gz	Brodmann (1909) area 9	bipolar disorder
